"year","school","gender","test","level","avg_score","pass_rate","fail_rate"
"2010-2011","Spotswood Elementary","F","Mathematics","3",472,86.84,13.16
"2010-2011","Spotswood Elementary","F","Mathematics","4",464,72,28
"2010-2011","Spotswood Elementary","F","Mathematics","",469,80.95,19.05
"2010-2011","Spotswood Elementary","F","Science","3",439,86.11,13.89
"2010-2011","Spotswood Elementary","F","Science","",439,86.11,13.89
"2010-2011","Spotswood Elementary","F","VA Studies","CST",443,65.22,34.78
"2010-2011","Spotswood Elementary","F","VA Studies","",443,65.22,34.78
"2010-2011","Spotswood Elementary","F","","",439,86.11,13.89
"2010-2011","Spotswood Elementary","F","","",444,76.56,23.44
"2010-2011","Spotswood Elementary","F","","",447,78.33,21.67
"2010-2011","Spotswood Elementary","F","","",469,80.95,19.05
"2010-2011","Spotswood Elementary","M","English Reading","3",445,82.05,17.95
"2010-2011","Spotswood Elementary","M","English Reading","4",437,56.41,43.59
"2010-2011","Spotswood Elementary","M","English Reading","",441,69.23,30.77
"2010-2011","Spotswood Elementary","M","History","3",470,79.49,20.51
"2010-2011","Spotswood Elementary","M","History","",470,79.49,20.51
"2010-2011","Spotswood Elementary","M","Mathematics","3",487,92.5,7.5
"2010-2011","Spotswood Elementary","M","Mathematics","4",453,64.1,35.9
"2010-2011","Spotswood Elementary","M","Mathematics","",470,78.48,21.52
"2010-2011","Spotswood Elementary","M","Science","3",461,76.92,23.08
"2010-2011","Spotswood Elementary","M","Science","",461,76.92,23.08
"2010-2011","Spotswood Elementary","M","VA Studies","CST",449,67.5,32.5
"2010-2011","Spotswood Elementary","M","VA Studies","",449,67.5,32.5
"2010-2011","Spotswood Elementary","M","","",441,69.23,30.77
"2010-2011","Spotswood Elementary","M","","",459,73.42,26.58
"2010-2011","Spotswood Elementary","M","","",461,76.92,23.08
"2010-2011","Spotswood Elementary","M","","",470,78.48,21.52
"2010-2011","Spotswood Elementary","","English Reading","3",443,82.05,17.95
"2010-2011","Spotswood Elementary","","English Reading","4",441,60.94,39.06
"2010-2011","Spotswood Elementary","","English Reading","",442,72.54,27.46
"2010-2011","Spotswood Elementary","","History","3",460,82.89,17.11
"2010-2011","Spotswood Elementary","","History","",460,82.89,17.11
"2010-2011","Spotswood Elementary","","Mathematics","3",480,89.74,10.26
"2010-2011","Spotswood Elementary","","Mathematics","4",457,67.19,32.81
"2010-2011","Spotswood Elementary","","Mathematics","",469,79.58,20.42
"2010-2011","Spotswood Elementary","","Science","3",450,81.33,18.67
"2010-2011","Spotswood Elementary","","Science","",450,81.33,18.67
"2010-2011","Spotswood Elementary","","VA Studies","CST",447,66.67,33.33
"2010-2011","Spotswood Elementary","","VA Studies","",447,66.67,33.33
"2010-2011","Spotswood Elementary","","","",442,72.54,27.46
"2010-2011","Spotswood Elementary","","","",450,81.33,18.67
"2010-2011","Spotswood Elementary","","","",454,75.54,24.46
"2010-2011","Spotswood Elementary","","","",469,79.58,20.42
"2010-2011","Stone Spring Elementary","F","English Reading","3",492,91.3,8.7
"2010-2011","Stone Spring Elementary","F","English Reading","4",515,100,0
"2010-2011","Stone Spring Elementary","F","English Reading","",503,95.74,4.26
"2010-2011","Stone Spring Elementary","F","History","3",478,95.65,4.35
"2010-2011","Stone Spring Elementary","F","History","",478,95.65,4.35
"2010-2011","Stone Spring Elementary","F","Mathematics","3",492,91.3,8.7
"2010-2011","Stone Spring Elementary","F","Mathematics","4",579,100,0
"2010-2011","Stone Spring Elementary","F","Mathematics","",539,95.83,4.17
"2010-2011","Stone Spring Elementary","F","Science","3",482,95.65,4.35
"2010-2011","Stone Spring Elementary","F","Science","",482,95.65,4.35
"2010-2011","Stone Spring Elementary","F","VA Studies","CST",504,95.83,4.17
"2010-2011","Stone Spring Elementary","F","VA Studies","",504,95.83,4.17
"2010-2011","Stone Spring Elementary","F","","",482,95.65,4.35
"2010-2011","Stone Spring Elementary","F","","",491,95.74,4.26
"2010-2011","Stone Spring Elementary","F","","",503,95.74,4.26
"2010-2011","Stone Spring Elementary","F","","",539,95.83,4.17
"2010-2011","Stone Spring Elementary","M","English Reading","3",450,84.38,15.63
"2010-2011","Stone Spring Elementary","M","English Reading","4",482,93.1,6.9
"2010-2011","Stone Spring Elementary","M","English Reading","",467,88.52,11.48
"2010-2011","Stone Spring Elementary","M","History","3",451,75,25
"2010-2011","Stone Spring Elementary","M","History","",451,75.76,24.24
"2010-2011","Stone Spring Elementary","M","Mathematics","3",480,83.33,16.67
"2010-2011","Stone Spring Elementary","M","Mathematics","4",559,100,0
"2010-2011","Stone Spring Elementary","M","Mathematics","",517,90.91,9.09
"2010-2011","Stone Spring Elementary","M","Science","3",469,77.14,22.86
"2010-2011","Stone Spring Elementary","M","Science","",469,77.14,22.86
"2010-2011","Stone Spring Elementary","M","VA Studies","CST",489,96.43,3.57
"2010-2011","Stone Spring Elementary","M","VA Studies","",489,96.43,3.57
"2010-2011","Stone Spring Elementary","M","","",467,88.52,11.48
"2010-2011","Stone Spring Elementary","M","","",469,77.14,22.86
"2010-2011","Stone Spring Elementary","M","","",469,85.25,14.75
"2010-2011","Stone Spring Elementary","M","","",517,90.91,9.09
"2010-2011","Stone Spring Elementary","","English Reading","3",470,87.27,12.73
"2010-2011","Stone Spring Elementary","","English Reading","4",496,96.23,3.77
"2010-2011","Stone Spring Elementary","","English Reading","",483,91.67,8.33
"2010-2011","Stone Spring Elementary","","History","3",462,83.64,16.36
"2010-2011","Stone Spring Elementary","","History","",462,83.93,16.07
"2010-2011","Stone Spring Elementary","","Mathematics","3",485,86.44,13.56
"2010-2011","Stone Spring Elementary","","Mathematics","4",568,100,0
"2010-2011","Stone Spring Elementary","","Mathematics","",526,92.98,7.02
"2010-2011","Stone Spring Elementary","","Science","3",474,84.48,15.52
"2010-2011","Stone Spring Elementary","","Science","",474,84.48,15.52
"2010-2011","Stone Spring Elementary","","VA Studies","CST",496,96.15,3.85
"2010-2011","Stone Spring Elementary","","VA Studies","",496,96.15,3.85
"2010-2011","Stone Spring Elementary","","","",474,84.48,15.52
"2010-2011","Stone Spring Elementary","","","",479,89.81,10.19
"2010-2011","Stone Spring Elementary","","","",483,91.67,8.33
"2010-2011","Stone Spring Elementary","","","",526,92.98,7.02
"2010-2011","Thomas Harrison Middle","F","Algebra I","EOC",569,100,0
"2010-2011","Thomas Harrison Middle","F","Algebra I","",569,100,0
"2010-2011","Thomas Harrison Middle","F","Civics & Econ","CST",455,82.8,17.2
"2010-2011","Thomas Harrison Middle","F","Civics & Econ","",455,82.8,17.2
"2010-2011","Thomas Harrison Middle","F","English Reading","5",446,77.88,22.12
"2010-2011","Thomas Harrison Middle","F","English Reading","6",474,81.25,18.75
"2010-2011","Thomas Harrison Middle","F","English Reading","7",485,88.31,11.69
"2010-2011","Thomas Harrison Middle","F","English Reading","8",489,91.92,8.08
"2010-2011","Thomas Harrison Middle","F","English Reading","",472,84.55,15.45
"2010-2011","Thomas Harrison Middle","F","Mathematics","5",464,78.57,21.43
"2010-2011","Thomas Harrison Middle","F","Mathematics","6",444,65.79,34.21
"2010-2011","Thomas Harrison Middle","F","Mathematics","7",485,84.15,15.85
"2010-2011","Thomas Harrison Middle","F","Mathematics","8",528,95.24,4.76
"2010-2011","Thomas Harrison Middle","F","Mathematics","",480,81.18,18.82
"2010-2011","Thomas Harrison Middle","F","Science","5",451,80.17,19.83
"2010-2011","Thomas Harrison Middle","F","Science","8",482,98,2
"2010-2011","Thomas Harrison Middle","F","Science","",466,88.43,11.57
"2010-2011","Thomas Harrison Middle","F","US History I","CST",433,59.74,40.26
"2010-2011","Thomas Harrison Middle","F","US History I","",433,59.74,40.26
"2010-2011","Thomas Harrison Middle","F","US History II","CST",457,80,20
"2010-2011","Thomas Harrison Middle","F","US History II","",457,80,20
"2010-2011","Thomas Harrison Middle","F","Writing","5",460,84.38,15.63
"2010-2011","Thomas Harrison Middle","F","Writing","8",445,92.93,7.07
"2010-2011","Thomas Harrison Middle","F","Writing","",452,88.72,11.28
"2010-2011","Thomas Harrison Middle","F","","",449,75,25
"2010-2011","Thomas Harrison Middle","F","","",452,88.72,11.28
"2010-2011","Thomas Harrison Middle","F","","",466,88.43,11.57
"2010-2011","Thomas Harrison Middle","F","","",472,84.55,15.45
"2010-2011","Thomas Harrison Middle","F","","",487,82.84,17.16
"2010-2011","Thomas Harrison Middle","M","Algebra I","EOC",558,100,0
"2010-2011","Thomas Harrison Middle","M","Algebra I","",558,100,0
"2010-2011","Thomas Harrison Middle","M","Civics & Econ","CST",448,78.95,21.05
"2010-2011","Thomas Harrison Middle","M","Civics & Econ","",448,78.95,21.05
"2010-2011","Thomas Harrison Middle","M","English Reading","5",449,72.83,27.17
"2010-2011","Thomas Harrison Middle","M","English Reading","6",476,79.49,20.51
"2010-2011","Thomas Harrison Middle","M","English Reading","7",457,75.58,24.42
"2010-2011","Thomas Harrison Middle","M","English Reading","8",460,76.92,23.08
"2010-2011","Thomas Harrison Middle","M","English Reading","",461,76.41,23.59
"2010-2011","Thomas Harrison Middle","M","Mathematics","5",444,70.83,29.17
"2010-2011","Thomas Harrison Middle","M","Mathematics","6",432,65.69,34.31
"2010-2011","Thomas Harrison Middle","M","Mathematics","7",465,74.73,25.27
"2010-2011","Thomas Harrison Middle","M","Mathematics","8",497,85.54,14.46
"2010-2011","Thomas Harrison Middle","M","Mathematics","",459,73.85,26.15
"2010-2011","Thomas Harrison Middle","M","Science","5",462,83.7,16.3
"2010-2011","Thomas Harrison Middle","M","Science","8",478,88.31,11.69
"2010-2011","Thomas Harrison Middle","M","Science","",470,85.8,14.2
"2010-2011","Thomas Harrison Middle","M","US History I","CST",464,76.11,23.89
"2010-2011","Thomas Harrison Middle","M","US History I","",464,76.11,23.89
"2010-2011","Thomas Harrison Middle","M","US History II","CST",462,83.13,16.87
"2010-2011","Thomas Harrison Middle","M","US History II","",462,83.13,16.87
"2010-2011","Thomas Harrison Middle","M","Writing","5",439,85.29,14.71
"2010-2011","Thomas Harrison Middle","M","Writing","8",426,81.16,18.84
"2010-2011","Thomas Harrison Middle","M","Writing","",433,83.21,16.79
"2010-2011","Thomas Harrison Middle","M","","",433,83.21,16.79
"2010-2011","Thomas Harrison Middle","M","","",459,79.14,20.86
"2010-2011","Thomas Harrison Middle","M","","",461,76.41,23.59
"2010-2011","Thomas Harrison Middle","M","","",465,75.41,24.59
"2010-2011","Thomas Harrison Middle","M","","",469,85.38,14.62
"2010-2011","Thomas Harrison Middle","","Algebra I","EOC",564,100,0
"2010-2011","Thomas Harrison Middle","","Algebra I","",564,100,0
"2010-2011","Thomas Harrison Middle","","Civics & Econ","CST",452,81.07,18.93
"2010-2011","Thomas Harrison Middle","","Civics & Econ","",452,81.07,18.93
"2010-2011","Thomas Harrison Middle","","English Reading","5",447,75.61,24.39
"2010-2011","Thomas Harrison Middle","","English Reading","6",475,80.2,19.8
"2010-2011","Thomas Harrison Middle","","English Reading","7",470,81.6,18.4
"2010-2011","Thomas Harrison Middle","","English Reading","8",476,85.31,14.69
"2010-2011","Thomas Harrison Middle","","English Reading","",466,80.46,19.54
"2010-2011","Thomas Harrison Middle","","Mathematics","5",456,75.29,24.71
"2010-2011","Thomas Harrison Middle","","Mathematics","6",437,65.73,34.27
"2010-2011","Thomas Harrison Middle","","Mathematics","7",475,79.19,20.81
"2010-2011","Thomas Harrison Middle","","Mathematics","8",513,90.42,9.58
"2010-2011","Thomas Harrison Middle","","Mathematics","",469,77.47,22.53
"2010-2011","Thomas Harrison Middle","","Science","5",456,81.73,18.27
"2010-2011","Thomas Harrison Middle","","Science","8",480,93.79,6.21
"2010-2011","Thomas Harrison Middle","","Science","",467,87.27,12.73
"2010-2011","Thomas Harrison Middle","","US History I","CST",451,69.47,30.53
"2010-2011","Thomas Harrison Middle","","US History I","",451,69.47,30.53
"2010-2011","Thomas Harrison Middle","","US History II","CST",460,81.65,18.35
"2010-2011","Thomas Harrison Middle","","US History II","",460,81.65,18.35
"2010-2011","Thomas Harrison Middle","","Writing","5",451,84.76,15.24
"2010-2011","Thomas Harrison Middle","","Writing","8",437,88.1,11.9
"2010-2011","Thomas Harrison Middle","","Writing","",444,86.45,13.55
"2010-2011","Thomas Harrison Middle","","","",444,86.45,13.55
"2010-2011","Thomas Harrison Middle","","","",454,77.19,22.81
"2010-2011","Thomas Harrison Middle","","","",466,80.46,19.54
"2010-2011","Thomas Harrison Middle","","","",467,87.08,12.92
"2010-2011","Thomas Harrison Middle","","","",476,79.14,20.86
"2010-2011","Waterman Elementary","F","English Reading","3",473,81.08,18.92
"2010-2011","Waterman Elementary","F","English Reading","4",480,92.11,7.89
"2010-2011","Waterman Elementary","F","English Reading","",477,86.67,13.33
"2010-2011","Waterman Elementary","F","History","3",452,83.78,16.22
"2010-2011","Waterman Elementary","F","History","",452,84.21,15.79
"2010-2011","Waterman Elementary","F","Mathematics","3",497,86.11,13.89
"2010-2011","Waterman Elementary","F","Mathematics","4",479,92.68,7.32
"2010-2011","Waterman Elementary","F","Mathematics","",487,89.61,10.39
"2010-2011","Waterman Elementary","F","Science","3",460,86.49,13.51
"2010-2011","Waterman Elementary","F","Science","",460,86.49,13.51
"2010-2011","Waterman Elementary","F","VA Studies","CST",485,89.19,10.81
"2010-2011","Waterman Elementary","F","VA Studies","",485,89.19,10.81
"2010-2011","Waterman Elementary","F","","",460,86.49,13.51
"2010-2011","Waterman Elementary","F","","",469,86.67,13.33
"2010-2011","Waterman Elementary","F","","",477,86.67,13.33
"2010-2011","Waterman Elementary","F","","",487,89.61,10.39
"2010-2011","Waterman Elementary","M","English Reading","3",481,85.71,14.29
"2010-2011","Waterman Elementary","M","English Reading","4",475,89.74,10.26
"2010-2011","Waterman Elementary","M","English Reading","",477,88.06,11.94
"2010-2011","Waterman Elementary","M","History","3",495,93.1,6.9
"2010-2011","Waterman Elementary","M","History","",495,93.75,6.25
"2010-2011","Waterman Elementary","M","Mathematics","3",500,96.55,3.45
"2010-2011","Waterman Elementary","M","Mathematics","4",511,97.44,2.56
"2010-2011","Waterman Elementary","M","Mathematics","",506,97.06,2.94
"2010-2011","Waterman Elementary","M","Science","3",495,96.55,3.45
"2010-2011","Waterman Elementary","M","Science","",495,96.55,3.45
"2010-2011","Waterman Elementary","M","VA Studies","CST",512,97.22,2.78
"2010-2011","Waterman Elementary","M","VA Studies","",512,97.22,2.78
"2010-2011","Waterman Elementary","M","","",477,88.06,11.94
"2010-2011","Waterman Elementary","M","","",495,96.55,3.45
"2010-2011","Waterman Elementary","M","","",504,95.59,4.41
"2010-2011","Waterman Elementary","M","","",506,97.06,2.94
"2010-2011","Waterman Elementary","","English Reading","3",477,83.08,16.92
"2010-2011","Waterman Elementary","","English Reading","4",477,90.91,9.09
"2010-2011","Waterman Elementary","","English Reading","",477,87.32,12.68
"2010-2011","Waterman Elementary","","History","3",471,87.88,12.12
"2010-2011","Waterman Elementary","","History","",471,88.57,11.43
"2010-2011","Waterman Elementary","","Mathematics","3",498,90.77,9.23
"2010-2011","Waterman Elementary","","Mathematics","4",494,95,5
"2010-2011","Waterman Elementary","","Mathematics","",496,93.1,6.9
"2010-2011","Waterman Elementary","","Science","3",476,90.91,9.09
"2010-2011","Waterman Elementary","","Science","",476,90.91,9.09
"2010-2011","Waterman Elementary","","VA Studies","CST",498,93.15,6.85
"2010-2011","Waterman Elementary","","VA Studies","",498,93.15,6.85
"2010-2011","Waterman Elementary","","","",476,90.91,9.09
"2010-2011","Waterman Elementary","","","",477,87.32,12.68
"2010-2011","Waterman Elementary","","","",486,90.91,9.09
"2010-2011","Waterman Elementary","","","",496,93.1,6.9
"2010-2011","","F","Algebra I","EOC",470,92.47,7.53
"2010-2011","","F","Algebra I","",470,92.47,7.53
"2010-2011","","F","Algebra II","EOC",458,83.67,16.33
"2010-2011","","F","Algebra II","",458,83.67,16.33
"2010-2011","","F","Biology","EOC",443,88.11,11.89
"2010-2011","","F","Biology","",443,88.11,11.89
"2010-2011","","F","Chemistry","EOC",447,90.63,9.38
"2010-2011","","F","Chemistry","",447,90.63,9.38
"2010-2011","","F","Civics & Econ","CST",456,83.23,16.77
"2010-2011","","F","Civics & Econ","",456,83.23,16.77
"2010-2011","","F","Earth Science","EOC",443,77.06,22.94
"2010-2011","","F","Earth Science","",443,77.06,22.94
"2010-2011","","F","English Reading","3",463,83.05,16.95
"2010-2011","","F","English Reading","4",460,77.91,22.09
"2010-2011","","F","English Reading","5",451,76.7,23.3
"2010-2011","","F","English Reading","6",472,82.19,17.81
"2010-2011","","F","English Reading","7",477,85.62,14.38
"2010-2011","","F","English Reading","8",489,92.31,7.69
"2010-2011","","F","English Reading","EOC",475,90.97,9.03
"2010-2011","","F","English Reading","",469,83.94,16.06
"2010-2011","","F","Geography","EOC",419,66.67,33.33
"2010-2011","","F","Geography","",419,66.67,33.33
"2010-2011","","F","Geometry","EOC",457,88.81,11.19
"2010-2011","","F","Geometry","",457,88.81,11.19
